q01,q02,q03,q10,q12,q13,q20,q21,q23,q30,q31,q32
0.00039,0.000247,0.00063,0.00023,0.023205,0.002318,0.037464,0.033576,0.018593,0.027484,4e-06,7.8e-05
0.000222,0.000119,0.000627,0.002438,0.04767,0.000942,0.022382,0.077132,0.022482,0.025639,0.000246,0.001461
8e-05,0.000462,0.000378,0.003175,0.05906,0.009627,0.021792,0.099576,0.004319,0.026456,0.000693,0.00022
0.000304,4e-05,0.000304,0.009504,0.074836,0.006929,0.014091,0.084298,0.006816,0.030383,8.1e-05,0.000313
0.000399,0.000112,0.000306,0.001884,0.040148,0.00036,0.023942,0.039757,0.025115,0.030236,0.001259,0.000975
0.000371,0.000188,0.000281,0.008077,0.050357,0.005495,0.004521,0.094551,0.016997,0.030233,0.000624,0.00042
0.000498,0.000128,0.000344,0.000606,0.03356,0.000586,0.025467,0.038478,0.027192,0.024744,0.000219,0.001503
0.000308,0.000348,0.000302,0.003661,0.035055,0.008265,0.004758,0.058125,0.025871,0.028891,0.000261,0.002764
0.000175,0.000262,0.000284,0.002195,0.035289,0.002875,0.016454,0.058756,0.025648,0.026474,0.00043,0.000608
0.000473,0.000107,0.000406,0.000624,0.037032,0.005306,0.017338,0.045627,0.014271,0.02682,0.000205,0.002006
0.000231,0.000261,0.000251,0.003987,0.06597,0.002174,0.012645,0.075151,0.020885,0.026981,0.000725,0.000691
0.000333,2.8e-05,0.000369,0.000303,0.035543,0.012685,0.02041,0.080076,0.000862,0.027855,0.000127,0.00087
0.000223,7.6e-05,0.000492,0.003185,0.015378,0.004939,0.007554,0.017745,0.034724,0.029561,0.002115,0.001816
0.000401,0.000109,0.0002,0.00567,0.04446,0.010894,0.008099,0.054606,0.013252,0.03162,0.000442,0.000285
0.000478,0.0,0.000366,0.010811,0.046559,0.00753,0.003899,0.061954,0.01325,0.026609,0.002705,0.001338
0.000483,0.0,0.000249,0.005357,0.043916,0.001269,0.010327,0.05445,0.024956,0.027657,2e-06,3.6e-05
0.000429,6e-06,0.000377,0.002149,0.044279,0.010152,0.018772,0.053268,0.006067,0.031329,6e-06,2.8e-05
0.000605,3.6e-05,0.000347,0.006299,0.033682,0.002972,0.015032,0.036548,0.01923,0.027693,2.9e-05,0.000636
0.000408,0.000371,0.000423,0.004125,0.013845,0.017827,0.007602,0.037622,0.004621,0.029929,3.6e-05,0.000836
0.000123,0.000314,0.000622,0.011459,0.041325,0.004116,0.010102,0.094519,0.014089,0.026561,6.4e-05,0.00096
0.000285,0.000251,0.00045,0.004243,0.049105,0.003019,0.007454,0.068764,0.015971,0.027338,0.000214,0.000493
0.000157,0.000199,0.000356,0.002448,0.037532,0.008012,0.031866,0.066838,0.008765,0.027248,0.000137,0.000286
0.000184,0.000248,0.000246,0.008147,0.036902,0.002012,0.002166,0.044384,0.035224,0.029012,0.00148,0.000659
0.000303,0.000149,0.000373,0.01016,0.036872,0.010216,0.008172,0.059751,0.010776,0.024729,0.0014,7.2e-05
0.000203,0.000229,0.000408,0.008779,0.023072,0.007891,0.002607,0.03626,0.015347,0.029713,0.000871,0.000762
0.00037,7.3e-05,0.000329,0.001057,0.055256,0.00508,0.00647,0.049467,0.035035,0.031971,0.000163,0.001088
0.000343,0.0001,0.000222,0.006636,0.00791,0.012136,0.008758,0.017171,0.002453,0.028465,8.5e-05,0.00101
0.000234,0.000143,0.000346,0.006653,0.027553,0.013553,0.002946,0.064697,0.003114,0.031151,0.000234,0.000909
0.000106,0.000637,0.000225,0.005109,0.028359,0.007766,0.01357,0.078523,0.02191,0.032819,0.000218,0.000542
0.000343,0.000179,0.00038,0.00146,0.03601,0.000365,0.01299,0.034566,0.025114,0.032361,7.9e-05,0.001524
9.9e-05,0.000293,0.000534,0.005901,0.024412,0.005518,0.005723,0.061118,0.019857,0.02492,0.000493,0.000214
0.000242,0.000113,0.000417,0.012399,0.021383,0.009649,0.006213,0.048686,0.001762,0.024615,0.000551,0.000349
0.000272,1.1e-05,0.000368,0.009758,0.062034,0.003399,0.00824,0.077334,0.017273,0.029217,0.000144,0.000868
0.000301,2.8e-05,0.000288,0.003295,0.027848,0.00956,0.008628,0.034747,0.026348,0.031796,0.000738,0.000554
0.000471,4.2e-05,0.000428,0.004035,0.018917,0.000919,0.011794,0.00845,0.016712,0.026948,0.000359,8e-05
0.00051,0.000167,0.000303,0.011175,0.021841,0.001054,0.008594,0.02547,0.01823,0.025954,0.000314,0.000175
0.000308,0.000304,0.000313,0.003871,0.06893,0.000366,0.01373,0.079561,0.020432,0.026996,0.001136,0.000877
0.000285,0.000184,0.000313,0.004984,0.03034,0.000797,0.010535,0.038252,0.02835,0.025512,0.000372,0.000168
0.000375,0.000148,0.000372,0.001035,0.070711,0.003994,0.024567,0.092304,0.010416,0.0238,0.0004,0.000404
0.000272,0.000146,0.000363,0.002619,0.063405,0.00146,0.017483,0.085405,0.016063,0.025852,0.000571,0.000206
0.00013,0.000457,0.000215,0.0048,0.054769,0.011532,0.015286,0.070681,0.010216,0.02521,0.000364,0.001523
0.000332,0.000361,0.000425,0.011912,0.011173,0.00309,0.002313,0.020189,0.025588,0.027697,0.002009,0.000291
0.000374,0.000275,0.000363,0.006566,0.035794,0.005812,0.003517,0.054748,0.023891,0.02967,0.001363,0.000141
0.000446,0.000252,0.00028,0.006559,0.005654,0.01313,0.002566,0.013768,0.00823,0.033429,0.001241,5e-06
0.000231,0.000205,0.000712,0.000313,0.045107,0.003126,0.020398,0.077516,0.024323,0.032664,0.00047,0.000341
0.000318,2.1e-05,0.00051,0.000236,0.039025,0.001949,0.019078,0.046461,0.026991,0.027147,0.001659,0.000271
0.000206,0.000186,0.000264,0.001757,0.040224,0.000914,0.018593,0.048187,0.022797,0.021282,0.001156,0.000928
0.000201,0.000298,0.00028,0.000597,0.055532,0.001273,0.022484,0.07003,0.019509,0.021091,0.000164,0.000675
0.00013,0.00047,0.000371,0.0042,0.027186,0.001637,0.021001,0.041062,0.028412,0.030209,0.000629,0.000905
4.3e-05,0.000288,0.000176,0.005349,0.032349,0.000148,0.012987,0.046193,0.023267,0.024295,0.001873,8.2e-05
0.000271,0.000145,0.000257,0.009456,0.023273,0.000427,0.012865,0.037772,0.015557,0.026758,0.000595,0.001098
0.000422,5.6e-05,0.000814,0.00669,0.052097,0.003246,0.00663,0.067054,0.021768,0.033163,0.000814,0.000197
