Default schedule
Rate	100.00
Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
1000	0.257000	0.519395	1000	0.257000	0.257000	0.268824	
1000	0.261000	0.519395	1000	0.261000	0.261000	0.268787	
1000	0.258000	0.519395	1000	0.258000	0.258000	0.268737	
1000	0.247000	0.519395	1000	0.247000	0.247000	0.268636	
1000	0.264000	0.519395	1000	0.264000	0.264000	0.268614	
1000	0.284000	0.519395	1000	0.284000	0.284000	0.268685	
1000	0.256000	0.519395	1000	0.256000	0.256000	0.268627	
1000	0.274000	0.519395	1000	0.274000	0.274000	0.268652	
1000	0.235000	0.519395	1000	0.235000	0.235000	0.268499	
1000	0.258000	0.519395	1000	0.258000	0.258000	0.268451	
1000	0.244000	0.519395	1000	0.244000	0.244000	0.268341	
1000	0.253000	0.519395	1000	0.253000	0.253000	0.268272	
1000	0.287000	0.519395	1000	0.287000	0.287000	0.268356	
1000	0.253000	0.519395	1000	0.253000	0.253000	0.268288	
1000	0.253000	0.519395	1000	0.253000	0.253000	0.268220	
1000	0.253000	0.519395	1000	0.253000	0.253000	0.268153	
1000	0.307000	0.519395	1000	0.307000	0.307000	0.268323	
1000	0.280000	0.519395	1000	0.280000	0.280000	0.268374	
1000	0.251000	0.519395	1000	0.251000	0.251000	0.268299	
1000	0.250000	0.519395	1000	0.250000	0.250000	0.268220	
1000	0.250000	0.519395	1000	0.250000	0.250000	0.268141	
1000	0.254000	0.519395	1000	0.254000	0.254000	0.268080	
1000	0.253000	0.519395	1000	0.253000	0.253000	0.268016	
1000	0.281000	0.519395	1000	0.281000	0.281000	0.268071	
1000	0.237000	0.519395	1000	0.237000	0.237000	0.267940	
1000	0.269000	0.519395	1000	0.269000	0.269000	0.267944	
1000	0.245000	0.519395	1000	0.245000	0.245000	0.267848	
1000	0.190000	0.519395	1000	0.190000	0.190000	0.267522	
1000	0.319000	0.363430	1000	0.319000	0.319000	0.267736	
1000	0.343000	0.363430	1000	0.343000	0.343000	0.268049	
1000	0.382000	0.363430	1000	0.382000	0.382000	0.268520	
1000	0.412000	0.363430	1000	0.412000	0.412000	0.269110	
1000	0.398000	0.372283	1000	0.398000	0.398000	0.269638	
1000	0.382000	0.372283	1000	0.382000	0.382000	0.270097	
1000	0.398000	0.372283	1000	0.398000	0.398000	0.270617	
1000	0.386000	0.372283	1000	0.386000	0.386000	0.271084	
1000	0.371000	0.372283	1000	0.371000	0.371000	0.271487	
1000	0.386000	0.372283	1000	0.386000	0.386000	0.271947	
1000	0.435000	0.372283	1000	0.435000	0.435000	0.272599	
1000	0.240000	0.546407	1000	0.240000	0.240000	0.272469	
1000	0.199000	0.546407	1000	0.199000	0.199000	0.272177	
1000	0.314000	0.484311	1000	0.314000	0.314000	0.272343	
1000	0.284000	0.484311	1000	0.284000	0.284000	0.272389	
1000	0.299000	0.484311	1000	0.299000	0.299000	0.272493	
1000	0.299000	0.484311	1000	0.299000	0.299000	0.272597	
1000	0.286000	0.484311	1000	0.286000	0.286000	0.272649	
1000	0.296000	0.484311	1000	0.296000	0.296000	0.272739	
1000	0.278000	0.484311	1000	0.278000	0.278000	0.272760	
1000	0.306000	0.484311	1000	0.306000	0.306000	0.272887	
1000	0.285000	0.484311	1000	0.285000	0.285000	0.272934	
1000	0.287000	0.484311	1000	0.287000	0.287000	0.272988	
1000	0.280000	0.484311	1000	0.280000	0.280000	0.273014	
1000	0.289000	0.484311	1000	0.289000	0.289000	0.273075	
1000	0.290000	0.484311	1000	0.290000	0.290000	0.273139	
1000	0.279000	0.484311	1000	0.279000	0.279000	0.273161	
1000	0.307000	0.484311	1000	0.307000	0.307000	0.273287	
1000	0.317000	0.484311	1000	0.317000	0.317000	0.273450	
1000	0.315000	0.484311	1000	0.315000	0.315000	0.273605	
1000	0.280000	0.484311	1000	0.280000	0.280000	0.273629	
1000	0.257000	0.484311	1000	0.257000	0.257000	0.273567	
1000	0.269000	0.484311	1000	0.269000	0.269000	0.273550	
1000	0.304000	0.484311	1000	0.304000	0.304000	0.273662	
1000	0.286000	0.484311	1000	0.286000	0.286000	0.273707	
1000	0.302000	0.484311	1000	0.302000	0.302000	0.273810	
1000	0.268000	0.484311	1000	0.268000	0.268000	0.273789	
1000	0.269000	0.484311	1000	0.269000	0.269000	0.273772	
1000	0.305000	0.484311	1000	0.305000	0.305000	0.273884	
1000	0.297000	0.484311	1000	0.297000	0.297000	0.273967	
1000	0.290000	0.484311	1000	0.290000	0.290000	0.274024	
1000	0.293000	0.484311	1000	0.293000	0.293000	0.274092	
1000	0.313000	0.484311	1000	0.313000	0.313000	0.274230	
1000	0.243000	0.484311	1000	0.243000	0.243000	0.274119	
1000	0.311000	0.484311	1000	0.311000	0.311000	0.274249	
1000	0.298000	0.484311	1000	0.298000	0.298000	0.274332	
1000	0.318000	0.484311	1000	0.318000	0.318000	0.274485	
1000	0.282000	0.484311	1000	0.282000	0.282000	0.274511	
1000	0.281000	0.484311	1000	0.281000	0.281000	0.274534	
1000	0.335000	0.484311	1000	0.335000	0.335000	0.274743	
1000	0.312000	0.484311	1000	0.312000	0.312000	0.274871	
1000	0.269000	0.484311	1000	0.269000	0.269000	0.274851	
1000	0.294000	0.484311	1000	0.294000	0.294000	0.274917	
1000	0.291000	0.484311	1000	0.291000	0.291000	0.274972	
1000	0.307000	0.484311	1000	0.307000	0.307000	0.275081	
1000	0.314000	0.484311	1000	0.314000	0.314000	0.275213	
1000	0.272000	0.484311	1000	0.272000	0.272000	0.275202	
1000	0.279000	0.484311	1000	0.279000	0.279000	0.275215	
1000	0.300000	0.484311	1000	0.300000	0.300000	0.275298	
1000	0.302000	0.484311	1000	0.302000	0.302000	0.275387	
1000	0.271000	0.484311	1000	0.271000	0.271000	0.275372	
1000	0.262000	0.484311	1000	0.262000	0.262000	0.275328	
1000	0.271000	0.484311	1000	0.271000	0.271000	0.275314	
1000	0.297000	0.484311	1000	0.297000	0.297000	0.275385	
1000	0.293000	0.484311	1000	0.293000	0.293000	0.275443	
1000	0.323000	0.484311	1000	0.323000	0.323000	0.275599	
1000	0.301000	0.484311	1000	0.301000	0.301000	0.275682	
1000	0.293000	0.484311	1000	0.293000	0.293000	0.275739	
1000	0.306000	0.484311	1000	0.306000	0.306000	0.275837	
1000	0.275000	0.484311	1000	0.275000	0.275000	0.275834	
1000	0.323000	0.484311	1000	0.323000	0.323000	0.275986	
1000	0.303000	0.484311	1000	0.303000	0.303000	0.276073	
1000	0.285000	0.484311	1000	0.285000	0.285000	0.276102	
1000	0.303000	0.484311	1000	0.303000	0.303000	0.276188	
1000	0.293000	0.484311	1000	0.293000	0.293000	0.276241	
1000	0.290000	0.484311	1000	0.290000	0.290000	0.276285	
1000	0.284000	0.484311	1000	0.284000	0.284000	0.276309	
1000	0.243000	0.484311	1000	0.243000	0.243000	0.276204	
1000	0.292000	0.484311	1000	0.292000	0.292000	0.276254	
1000	0.291000	0.484311	1000	0.291000	0.291000	0.276300	
1000	0.323000	0.484311	1000	0.323000	0.323000	0.276446	
1000	0.311000	0.484311	1000	0.311000	0.311000	0.276554	
1000	0.305000	0.484311	1000	0.305000	0.305000	0.276642	
1000	0.261000	0.484311	1000	0.261000	0.261000	0.276594	
1000	0.281000	0.484311	1000	0.281000	0.281000	0.276607	
1000	0.275000	0.484311	1000	0.275000	0.275000	0.276602	
1000	0.291000	0.484311	1000	0.291000	0.291000	0.276646	
1000	0.278000	0.484311	1000	0.278000	0.278000	0.276651	
1000	0.298000	0.484311	1000	0.298000	0.298000	0.276716	
1000	0.287000	0.484311	1000	0.287000	0.287000	0.276747	
1000	0.330000	0.484311	1000	0.330000	0.330000	0.276908	
1000	0.315000	0.484311	1000	0.315000	0.315000	0.277023	
1000	0.269000	0.484311	1000	0.269000	0.269000	0.276999	
1000	0.252000	0.484311	1000	0.252000	0.252000	0.276924	
1000	0.260000	0.484311	1000	0.260000	0.260000	0.276873	
1000	0.273000	0.484311	1000	0.273000	0.273000	0.276862	
1000	0.331000	0.484311	1000	0.331000	0.331000	0.277023	
1000	0.290000	0.484311	1000	0.290000	0.290000	0.277061	
1000	0.292000	0.484311	1000	0.292000	0.292000	0.277106	
1000	0.298000	0.484311	1000	0.298000	0.298000	0.277167	
1000	0.316000	0.484311	1000	0.316000	0.316000	0.277282	
1000	0.334000	0.484311	1000	0.334000	0.334000	0.277448	
1000	0.316000	0.484311	1000	0.316000	0.316000	0.277561	
1000	0.257000	0.484311	1000	0.257000	0.257000	0.277501	
1000	0.292000	0.484311	1000	0.292000	0.292000	0.277543	
1000	0.339000	0.484311	1000	0.339000	0.339000	0.277721	
1000	0.276000	0.484311	1000	0.276000	0.276000	0.277716	
1000	0.301000	0.484311	1000	0.301000	0.301000	0.277783	
1000	0.303000	0.484311	1000	0.303000	0.303000	0.277856	
1000	0.292000	0.484311	1000	0.292000	0.292000	0.277896	
1000	0.291000	0.484311	1000	0.291000	0.291000	0.277933	
1000	0.266000	0.484311	1000	0.266000	0.266000	0.277899	
1000	0.307000	0.484311	1000	0.307000	0.307000	0.277982	
1000	0.282000	0.484311	1000	0.282000	0.282000	0.277994	
1000	0.303000	0.484311	1000	0.303000	0.303000	0.278064	
1000	0.333000	0.484311	1000	0.333000	0.333000	0.278219	
1000	0.285000	0.484311	1000	0.285000	0.285000	0.278238	
1000	0.283000	0.484311	1000	0.283000	0.283000	0.278251	
1000	0.292000	0.484311	1000	0.292000	0.292000	0.278290	
1000	0.256000	0.484311	1000	0.256000	0.256000	0.278228	
1000	0.270000	0.484311	1000	0.270000	0.270000	0.278205	
1000	0.291000	0.484311	1000	0.291000	0.291000	0.278240	
1000	0.275000	0.484311	1000	0.275000	0.275000	0.278231	
1000	0.248000	0.484311	1000	0.248000	0.248000	0.278148	
1000	0.295000	0.484311	1000	0.295000	0.295000	0.278194	
1000	0.275000	0.484311	1000	0.275000	0.275000	0.278186	
1000	0.317000	0.484311	1000	0.317000	0.317000	0.278292	
1000	0.320000	0.484311	1000	0.320000	0.320000	0.278405	
1000	0.304000	0.484311	1000	0.304000	0.304000	0.278475	
1000	0.276000	0.484311	1000	0.276000	0.276000	0.278468	
1000	0.290000	0.484311	1000	0.290000	0.290000	0.278499	
1000	0.299000	0.484311	1000	0.299000	0.299000	0.278555	
1000	0.305000	0.484311	1000	0.305000	0.305000	0.278626	
1000	0.323000	0.484311	1000	0.323000	0.323000	0.278745	
1000	0.294000	0.484311	1000	0.294000	0.294000	0.278785	
1000	0.332000	0.484311	1000	0.332000	0.332000	0.278927	
1000	0.325000	0.484311	1000	0.325000	0.325000	0.279050	
1000	0.315000	0.484311	1000	0.315000	0.315000	0.279145	
1000	0.307000	0.484311	1000	0.307000	0.307000	0.279219	
1000	0.281000	0.484311	1000	0.281000	0.281000	0.279224	
1000	0.321000	0.484311	1000	0.321000	0.321000	0.279333	
1000	0.286000	0.484311	1000	0.286000	0.286000	0.279351	
1000	0.286000	0.484311	1000	0.286000	0.286000	0.279368	
1000	0.289000	0.484311	1000	0.289000	0.289000	0.279394	
1000	0.274000	0.484311	1000	0.274000	0.274000	0.279379	
1000	0.322000	0.484311	1000	0.322000	0.322000	0.279490	
1000	0.288000	0.484311	1000	0.288000	0.288000	0.279512	
1000	0.292000	0.484311	1000	0.292000	0.292000	0.279544	
1000	0.297000	0.484311	1000	0.297000	0.297000	0.279589	
1000	0.281000	0.484311	1000	0.281000	0.281000	0.279593	
1000	0.269000	0.484311	1000	0.269000	0.269000	0.279566	
1000	0.289000	0.484311	1000	0.289000	0.289000	0.279590	
1000	0.300000	0.484311	1000	0.300000	0.300000	0.279642	
1000	0.263000	0.484311	1000	0.263000	0.263000	0.279600	
1000	0.289000	0.484311	1000	0.289000	0.289000	0.279624	
1000	0.275000	0.484311	1000	0.275000	0.275000	0.279612	
1000	0.292000	0.484311	1000	0.292000	0.292000	0.279643	
1000	0.303000	0.484311	1000	0.303000	0.303000	0.279702	
1000	0.288000	0.484311	1000	0.288000	0.288000	0.279723	
1000	0.320000	0.484311	1000	0.320000	0.320000	0.279824	
1000	0.290000	0.484311	1000	0.290000	0.290000	0.279849	
1000	0.295000	0.484311	1000	0.295000	0.295000	0.279887	
1000	0.296000	0.484311	1000	0.296000	0.296000	0.279927	
1000	0.291000	0.484311	1000	0.291000	0.291000	0.279955	
1000	0.265000	0.484311	1000	0.265000	0.265000	0.279918	
1000	0.266000	0.484311	1000	0.266000	0.266000	0.279883	
1000	0.267000	0.484311	1000	0.267000	0.267000	0.279852	
1000	0.245000	0.484311	1000	0.245000	0.245000	0.279766	
1000	0.252000	0.484311	1000	0.252000	0.252000	0.279698	
1000	0.261000	0.484311	1000	0.261000	0.261000	0.279652	
1000	0.302000	0.484311	1000	0.302000	0.302000	0.279707	
1000	0.305000	0.484311	1000	0.305000	0.305000	0.279768	
1000	0.292000	0.484311	1000	0.292000	0.292000	0.279798	
1000	0.278000	0.484311	1000	0.278000	0.278000	0.279794	
1000	0.307000	0.484311	1000	0.307000	0.307000	0.279859	
1000	0.331000	0.484311	1000	0.331000	0.331000	0.279982	
1000	0.292000	0.484311	1000	0.292000	0.292000	0.280011	
1000	0.303000	0.484311	1000	0.303000	0.303000	0.280066	
1000	0.304000	0.484311	1000	0.304000	0.304000	0.280124	
1000	0.286000	0.484311	1000	0.286000	0.286000	0.280138	
1000	0.283000	0.484311	1000	0.283000	0.283000	0.280145	
1000	0.250000	0.484311	1000	0.250000	0.250000	0.280073	
1000	0.275000	0.484311	1000	0.275000	0.275000	0.280061	
1000	0.308000	0.484311	1000	0.308000	0.308000	0.280127	
1000	0.294000	0.484311	1000	0.294000	0.294000	0.280160	
1000	0.291000	0.484311	1000	0.291000	0.291000	0.280185	
1000	0.300000	0.484311	1000	0.300000	0.300000	0.280232	
1000	0.307000	0.484311	1000	0.307000	0.307000	0.280294	
1000	0.303000	0.484311	1000	0.303000	0.303000	0.280347	
1000	0.290000	0.484311	1000	0.290000	0.290000	0.280370	
