q01,q02,q03,q10,q12,q13,q20,q21,q23,q30,q31,q32
0.000218,0.00048,0.000159,0.000242,0.027729,0.001602,0.033593,0.039482,0.027666,0.022397,0.00143,0.002223
0.000421,4.3e-05,0.000522,9.2e-05,0.062992,0.000147,0.025366,0.082072,0.025481,0.028938,0.000248,0.000601
0.000276,0.000231,0.000416,0.000115,0.029951,0.004089,0.030841,0.038596,0.016631,0.02686,0.000328,0.00099
0.0004,2e-05,0.000439,0.0002,0.039621,0.003832,0.020877,0.055106,0.015953,0.024767,0.001193,0.001147
0.000274,7.5e-05,0.000519,0.00299,0.030803,0.000622,0.013138,0.033334,0.03247,0.029539,0.002651,0.000166
1.9e-05,0.000566,0.000118,0.005231,0.045862,0.000128,0.01806,0.070597,0.037537,0.026657,0.000977,0.000259
0.00016,0.000311,0.00057,0.004449,0.039004,0.000149,0.019069,0.061967,0.014761,0.02253,0.000257,0.001893
6.6e-05,0.000307,0.000337,0.003137,0.055559,2.6e-05,0.016691,0.09702,0.024601,0.027134,0.001238,0.000259
3.5e-05,0.000788,0.000509,0.004756,0.033354,1.3e-05,0.027251,0.043334,0.028524,0.028894,0.000766,0.000673
0.00016,0.000491,0.000418,0.00787,0.030728,2.3e-05,0.008012,0.065834,0.032896,0.027126,0.000212,0.001375
0.000194,0.000365,0.000183,0.012278,0.045674,2.7e-05,0.004546,0.099468,0.031971,0.025244,9.2e-05,0.000289
0.000186,0.000424,0.000369,0.004077,0.052231,0.000119,0.014481,0.085348,0.026395,0.025174,0.000545,0.00039
0.000306,0.000128,0.000231,0.000434,0.038545,0.002714,0.02602,0.054217,0.02989,0.03022,0.000309,0.000676
0.000109,0.000425,0.000463,0.005465,0.048306,0.003061,0.029547,0.092077,0.010882,0.022548,3.6e-05,0.000544
5.3e-05,0.000483,0.000349,0.004685,0.049494,2.7e-05,0.016718,0.068704,0.016762,0.024896,0.000327,0.000414
0.000391,0.000151,0.00044,0.007718,0.062359,3.1e-05,0.001239,0.09782,0.04038,0.033733,0.000484,0.001951
0.000321,0.00016,0.000352,0.006148,0.028821,0.000947,0.003129,0.046453,0.033399,0.031119,0.000527,0.001038
6.4e-05,0.000539,0.000265,0.005804,0.031689,0.003437,0.00028,0.072607,0.038873,0.032595,0.000709,0.001331
0.000299,0.000419,0.000179,0.006872,0.047108,0.000693,0.014171,0.063649,0.017171,0.025485,0.000265,0.000133
